accuracy,loss,acc_convergence,acc_valid,loss_valid,parameters,hidden_nodes,filters,filter_size,pooling_size,pooling_type,dropout
0.9731,0.1323,0,True,True,496355,107,71,"(5, 5)","(3, 3)",max,56
0.8576,0.5117,0,True,True,142867,64,86,"(3, 3)","(5, 5)",average,17
0.9247,0.3293,0,True,True,99191,122,30,"(5, 5)","(5, 5)",average,48
0.9297,0.3015,0,True,True,470407,99,24,"(2, 2)","(2, 2)",max,21
0.9557,0.1666,0,True,True,858053,150,70,"(2, 2)","(3, 3)",max,37
0.9632,0.1683,0,True,True,102455,125,12,"(5, 5)","(3, 3)",average,44
0.8105,0.6642,0,True,True,11428,34,11,"(4, 4)","(5, 5)",average,9
0.9688,0.1322,8,False,False,59843,140,15,"(5, 5)","(5, 5)",max,3
0.9646,0.1421,0,True,True,609189,157,78,"(3, 3)","(4, 4)",max,28
0.9294,0.2644,0,True,True,486567,255,38,"(2, 2)","(4, 4)",max,48
0.9854,0.0699,8,True,False,973599,247,48,"(4, 4)","(3, 3)",max,19
0.9797,0.1054,0,True,True,172963,202,32,"(5, 5)","(5, 5)",max,29
0.9158,0.366,0,True,True,133484,107,33,"(4, 4)","(4, 4)",average,45
0.9588,0.1679,0,True,True,710663,53,68,"(3, 3)","(2, 2)",max,29
0.9346,0.3005,0,True,True,286059,132,83,"(5, 5)","(5, 5)",max,60
0.9765,0.098,0,True,True,1206271,120,51,"(3, 3)","(2, 2)",max,39
0.9748,0.121,0,True,True,2297604,196,69,"(4, 4)","(2, 2)",average,58
0.6436,1.2494,0,True,True,263606,43,31,"(2, 2)","(2, 2)",max,50
0.9752,0.105,0,True,True,2972527,216,81,"(5, 5)","(2, 2)",average,34
0.9499,0.238,0,True,True,176023,42,63,"(5, 5)","(3, 3)",average,12
0.8735,0.4277,0,True,True,88655,83,40,"(4, 4)","(5, 5)",average,26
0.9731,0.1213,0,True,True,1252357,189,81,"(4, 4)","(3, 3)",average,45
0.6702,1.1633,0,True,True,3811,15,3,"(5, 5)","(3, 3)",max,47
0.9688,0.1332,0,True,True,606567,253,12,"(3, 3)","(2, 2)",average,65
0.7643,0.7889,10,True,False,112155,26,52,"(3, 3)","(3, 3)",average,0
0.8681,0.5,0,True,True,42671,95,16,"(3, 3)","(5, 5)",max,67
0.9722,0.114,0,True,True,688313,122,33,"(5, 5)","(2, 2)",average,44
0.9605,0.1627,5,False,False,2275137,214,54,"(2, 2)","(2, 2)",max,9
0.9762,0.1146,0,True,True,269685,170,19,"(3, 3)","(3, 3)",max,44
0.9566,0.1853,0,True,True,591162,111,65,"(3, 3)","(3, 3)",average,26
0.9205,0.3019,0,True,True,2787634,189,75,"(2, 2)","(2, 2)",max,66
0.9716,0.1211,5,False,False,983879,107,54,"(4, 4)","(2, 2)",average,4
0.9501,0.1722,7,False,False,266636,209,49,"(3, 3)","(5, 5)",max,9
0.9352,0.2272,0,True,True,369269,215,66,"(5, 5)","(5, 5)",average,33
0.9131,0.3101,0,True,True,382502,230,33,"(2, 2)","(4, 4)",average,34
0.6718,1.0383,0,True,True,42825,28,30,"(2, 2)","(4, 4)",max,21
0.9832,0.079,0,True,True,356842,111,87,"(4, 4)","(4, 4)",max,13
0.795,0.6598,0,True,True,155945,62,98,"(2, 2)","(5, 5)",max,3
0.9627,0.1575,0,True,True,217607,110,76,"(4, 4)","(5, 5)",max,15
0.8694,0.5535,0,True,True,305471,44,84,"(4, 4)","(3, 3)",max,45
0.9724,0.1135,8,False,False,315635,184,34,"(3, 3)","(4, 4)",max,10
0.9041,0.3646,0,True,True,230601,154,57,"(5, 5)","(5, 5)",average,46
0.9547,0.1918,0,True,True,605419,184,40,"(3, 3)","(3, 3)",max,58
0.9807,0.0879,0,True,True,973975,198,60,"(4, 4)","(3, 3)",max,46
0.9096,0.3803,0,True,True,137427,61,60,"(4, 4)","(4, 4)",average,34
0.937,0.2461,0,True,True,425858,233,71,"(3, 3)","(5, 5)",max,60
0.9551,0.1848,0,True,True,404981,202,10,"(2, 2)","(2, 2)",max,39
0.6974,1.1039,0,True,True,108199,73,56,"(4, 4)","(5, 5)",average,65
0.4496,2.0152,0,True,True,2181,17,1,"(2, 2)","(3, 3)",average,70
0.9635,0.1281,8,False,False,465407,181,100,"(4, 4)","(5, 5)",max,17
0.6824,1.0459,0,True,True,16376,236,1,"(4, 4)","(5, 5)",average,38
0.9309,0.3316,0,True,True,1466951,92,81,"(3, 3)","(2, 2)",max,57
0.9782,0.1018,0,True,True,152039,159,25,"(5, 5)","(4, 4)",max,40
0.9718,0.1211,6,False,False,226911,214,6,"(5, 5)","(2, 2)",max,12
0.9781,0.1072,0,True,True,465895,148,85,"(5, 5)","(4, 4)",max,53
0.8491,0.5777,0,True,True,847802,100,43,"(2, 2)","(2, 2)",average,55
0.9611,0.1819,0,True,True,779435,76,52,"(3, 3)","(2, 2)",average,42
0.9207,0.3202,0,True,True,434681,77,69,"(2, 2)","(3, 3)",average,29
0.3521,2.022,0,True,True,119061,37,39,"(2, 2)","(3, 3)",average,64
0.7564,0.827,0,True,True,129729,69,50,"(4, 4)","(4, 4)",average,54
0.9745,0.1156,10,True,True,759695,233,50,"(5, 5)","(3, 3)",average,40
0.8418,0.6239,0,True,True,35339,34,26,"(5, 5)","(4, 4)",average,22
0.9665,0.1604,0,True,True,86382,195,11,"(4, 4)","(4, 4)",max,52
0.9474,0.2424,0,True,True,230261,29,46,"(5, 5)","(2, 2)",max,15
0.8379,0.6252,0,True,True,147631,91,32,"(3, 3)","(4, 4)",max,60
0.9072,0.4193,0,True,True,993127,105,48,"(2, 2)","(2, 2)",average,62
0.7346,0.8946,0,True,True,116669,61,23,"(2, 2)","(3, 3)",average,61
0.8793,0.5016,0,True,True,46218,73,3,"(2, 2)","(2, 2)",average,39
0.906,0.3203,0,True,True,175805,125,54,"(3, 3)","(5, 5)",average,12
0.9723,0.1223,9,True,False,445578,215,25,"(3, 3)","(3, 3)",average,18
0.9324,0.2667,0,True,True,756143,227,67,"(2, 2)","(4, 4)",max,45
0.9428,0.2598,0,True,True,734037,229,39,"(2, 2)","(3, 3)",average,65
0.9639,0.1492,0,True,True,396404,147,73,"(4, 4)","(4, 4)",average,19
0.9794,0.0897,0,True,True,3478071,249,71,"(3, 3)","(2, 2)",average,36
0.6208,1.2244,0,True,True,429596,92,57,"(2, 2)","(3, 3)",max,69
0.9784,0.1148,4,False,False,1794227,110,96,"(4, 4)","(2, 2)",max,0
0.7073,0.9784,0,True,True,165380,74,87,"(2, 2)","(5, 5)",max,59
0.8543,0.5934,0,True,True,341717,21,94,"(5, 5)","(2, 2)",max,7
0.8874,0.4361,0,True,True,248855,125,24,"(2, 2)","(3, 3)",average,48
0.9054,0.3314,10,True,True,144569,233,23,"(2, 2)","(5, 5)",max,20
0.9284,0.3005,0,True,True,421783,246,66,"(5, 5)","(5, 5)",average,61
0.942,0.2683,0,True,True,441351,63,41,"(4, 4)","(2, 2)",average,52
0.9802,0.0852,0,True,True,1071274,154,85,"(4, 4)","(3, 3)",max,40
0.9726,0.1063,0,True,True,3305024,214,91,"(4, 4)","(2, 2)",average,49
0.8908,0.4336,0,True,True,31697,110,3,"(3, 3)","(3, 3)",max,35
0.8988,0.3498,0,True,True,330780,67,99,"(3, 3)","(4, 4)",average,22
0.972,0.1112,9,True,False,87122,165,19,"(5, 5)","(5, 5)",max,10
0.9544,0.1656,8,True,False,870803,159,67,"(2, 2)","(3, 3)",max,16
0.9815,0.0926,10,True,False,1914575,194,58,"(5, 5)","(2, 2)",average,25
0.9739,0.1261,0,True,True,379431,148,69,"(5, 5)","(4, 4)",max,55
0.9666,0.1409,5,False,False,688527,232,36,"(4, 4)","(3, 3)",average,3
0.931,0.2929,0,True,True,62715,170,4,"(3, 3)","(3, 3)",average,53
0.9257,0.2573,0,True,True,382201,217,35,"(2, 2)","(4, 4)",max,49
0.9729,0.1268,0,True,True,390719,95,24,"(4, 4)","(2, 2)",max,23
0.928,0.2634,10,True,True,174003,127,27,"(2, 2)","(4, 4)",max,10
0.9675,0.1336,0,True,True,1087232,164,81,"(4, 4)","(3, 3)",average,43
0.9796,0.0969,0,True,True,609353,197,18,"(5, 5)","(2, 2)",max,62
0.9677,0.1312,0,True,True,542235,117,71,"(5, 5)","(3, 3)",average,37
0.9606,0.1767,0,True,True,80503,220,5,"(5, 5)","(3, 3)",average,26
0.9596,0.1667,0,True,True,306505,260,14,"(2, 2)","(3, 3)",max,42
0.9292,0.2598,0,True,True,562734,174,65,"(2, 2)","(4, 4)",max,41
0.9574,0.2011,0,True,True,590507,146,62,"(5, 5)","(3, 3)",max,69
0.9734,0.1191,6,False,False,1258915,94,68,"(3, 3)","(2, 2)",average,3
0.9486,0.1904,0,True,True,263955,108,95,"(3, 3)","(5, 5)",max,28
0.5235,1.6858,0,True,True,188915,34,28,"(3, 3)","(2, 2)",max,52
0.876,0.4543,0,True,True,302567,209,56,"(2, 2)","(5, 5)",average,29
0.9761,0.1113,0,True,True,216599,142,58,"(5, 5)","(5, 5)",max,28
0.9581,0.1597,0,True,True,331279,139,64,"(5, 5)","(4, 4)",average,20
0.3432,2.408,0,True,True,149409,16,54,"(4, 4)","(2, 2)",average,65
0.9709,0.1382,0,True,True,308247,66,71,"(5, 5)","(3, 3)",max,10
0.9694,0.1512,0,True,True,244951,175,8,"(5, 5)","(2, 2)",max,70
0.8141,0.6686,0,True,True,105203,89,44,"(5, 5)","(5, 5)",average,62
0.9813,0.0868,0,True,True,327267,246,20,"(5, 5)","(3, 3)",max,41
0.941,0.2307,0,True,True,487695,135,44,"(2, 2)","(3, 3)",average,6
0.9782,0.0966,6,False,False,2742773,241,67,"(4, 4)","(2, 2)",average,15
0.6603,1.1489,0,True,True,130019,56,88,"(4, 4)","(5, 5)",average,61
0.9619,0.1605,0,True,True,116839,144,21,"(5, 5)","(4, 4)",average,19
0.9737,0.1135,10,True,True,2361083,158,88,"(4, 4)","(2, 2)",max,31
0.9661,0.1243,0,True,True,686509,177,78,"(3, 3)","(4, 4)",max,29
0.9744,0.116,5,False,False,2098911,127,84,"(3, 3)","(2, 2)",max,11
0.9771,0.0996,0,True,True,264495,189,8,"(5, 5)","(2, 2)",max,52
0.6202,1.2504,0,True,True,9989,45,7,"(2, 2)","(5, 5)",average,37
0.9451,0.2532,0,True,True,450647,240,73,"(3, 3)","(5, 5)",max,57
0.4287,1.8851,0,True,True,31562,19,61,"(3, 3)","(5, 5)",average,49
0.9809,0.0805,0,True,True,450543,123,56,"(5, 5)","(3, 3)",max,38
0.973,0.1199,4,False,False,3111914,206,89,"(4, 4)","(2, 2)",average,3
0.9401,0.2761,0,True,True,333187,42,96,"(4, 4)","(3, 3)",average,41
0.9724,0.116,0,True,True,666333,130,30,"(4, 4)","(2, 2)",average,35
0.9722,0.1292,9,True,False,110067,256,6,"(5, 5)","(3, 3)",max,28
0.9656,0.1553,0,True,True,125899,228,3,"(5, 5)","(2, 2)",average,57
0.9774,0.1011,0,True,True,987851,251,23,"(4, 4)","(2, 2)",average,53
0.9168,0.3472,0,True,True,512815,123,84,"(2, 2)","(4, 4)",average,25
0.9768,0.1063,0,True,True,571711,93,36,"(4, 4)","(2, 2)",average,30
0.9719,0.1675,0,True,True,154019,152,38,"(5, 5)","(5, 5)",max,56
0.5903,1.3687,9,False,False,6287,67,1,"(2, 2)","(4, 4)",max,0
0.9745,0.1164,7,False,False,1261823,185,40,"(5, 5)","(2, 2)",average,17
0.8186,0.7091,0,True,True,86033,39,58,"(4, 4)","(4, 4)",average,36
0.8475,0.5985,0,True,True,1847879,94,100,"(2, 2)","(2, 2)",average,65
0.9791,0.0914,9,True,False,1897521,169,66,"(5, 5)","(2, 2)",max,33
0.968,0.1395,0,True,True,49368,115,15,"(5, 5)","(5, 5)",max,25
0.9543,0.1667,8,False,False,607991,139,88,"(3, 3)","(4, 4)",average,2
0.9602,0.1621,0,True,True,255579,249,20,"(3, 3)","(4, 4)",max,58
0.9097,0.3658,0,True,True,1118291,244,56,"(2, 2)","(3, 3)",average,68
0.9442,0.2174,9,False,False,50006,37,35,"(4, 4)","(4, 4)",max,2
0.4158,1.8639,0,True,True,52355,23,45,"(2, 2)","(4, 4)",average,58
0.9663,0.1353,0,True,True,454965,75,74,"(3, 3)","(3, 3)",max,24
0.9787,0.1051,0,True,True,297319,189,42,"(5, 5)","(4, 4)",max,58
0.4309,1.7956,0,True,True,93508,18,63,"(2, 2)","(3, 3)",average,31
0.9491,0.1848,8,False,False,386887,75,63,"(2, 2)","(3, 3)",max,2
0.9742,0.1184,0,True,True,164799,253,24,"(5, 5)","(5, 5)",max,34
0.7766,0.7265,0,True,True,111583,97,44,"(2, 2)","(5, 5)",max,53
0.9751,0.1076,10,True,True,240639,144,20,"(4, 4)","(3, 3)",max,26
0.8651,0.4762,0,True,True,414629,206,78,"(4, 4)","(5, 5)",average,66
0.9566,0.1925,0,True,True,78299,80,36,"(5, 5)","(5, 5)",max,50
0.9415,0.255,0,True,True,816027,46,90,"(3, 3)","(2, 2)",average,18
0.7035,1.0164,0,True,True,33923,35,35,"(4, 4)","(5, 5)",max,67
0.9715,0.1228,0,True,True,932303,175,65,"(4, 4)","(3, 3)",average,38
0.9743,0.1106,8,True,False,591755,157,22,"(4, 4)","(2, 2)",average,22
0.9552,0.1664,0,True,True,1761114,254,85,"(2, 2)","(3, 3)",max,57
0.9387,0.2181,9,False,False,140711,234,22,"(5, 5)","(5, 5)",average,13
0.9626,0.1567,5,False,False,1003967,146,84,"(4, 4)","(3, 3)",average,0
0.9603,0.1529,7,False,False,1094415,223,60,"(2, 2)","(3, 3)",average,5
0.9653,0.1424,0,True,True,1015091,175,71,"(2, 2)","(3, 3)",max,34
0.9531,0.1868,0,True,True,1043775,128,100,"(2, 2)","(3, 3)",max,31
0.9804,0.084,8,True,True,394503,235,45,"(5, 5)","(4, 4)",max,30
0.9816,0.0893,0,True,True,249917,221,30,"(4, 4)","(4, 4)",max,41
0.9214,0.2804,0,True,True,377660,173,85,"(3, 3)","(5, 5)",average,13
0.9704,0.1236,0,True,True,223053,142,42,"(4, 4)","(4, 4)",max,47
0.9657,0.1475,4,False,False,712655,116,36,"(4, 4)","(2, 2)",average,0
0.6713,1.0884,0,True,True,18175,51,12,"(4, 4)","(5, 5)",average,64
0.8909,0.4708,0,True,True,556253,178,38,"(2, 2)","(3, 3)",average,62
0.9808,0.0859,6,False,False,813851,260,48,"(5, 5)","(3, 3)",max,15
0.7846,0.8062,0,True,True,636228,111,29,"(2, 2)","(2, 2)",max,68
0.8753,0.4418,0,True,True,98540,209,17,"(3, 3)","(5, 5)",average,41
0.2836,2.5245,0,True,True,124173,18,83,"(3, 3)","(3, 3)",max,65
0.9813,0.0776,0,True,True,426547,216,30,"(5, 5)","(3, 3)",max,51
0.8734,0.4602,0,True,True,84059,36,46,"(3, 3)","(4, 4)",average,6
0.9317,0.3198,0,True,True,941251,204,93,"(3, 3)","(4, 4)",max,70
0.8761,0.5268,0,True,True,60823,41,38,"(5, 5)","(4, 4)",average,43
0.9337,0.2247,8,False,False,304961,122,50,"(2, 2)","(4, 4)",max,3
0.9669,0.1395,0,True,True,1962743,188,53,"(3, 3)","(2, 2)",average,60
0.9343,0.256,0,True,True,463008,256,9,"(2, 2)","(2, 2)",average,47
0.8742,0.4609,0,True,True,80581,115,26,"(3, 3)","(5, 5)",average,30
0.9525,0.2057,0,True,True,81905,136,22,"(4, 4)","(5, 5)",max,44
0.6708,1.1299,0,True,True,66143,50,50,"(3, 3)","(5, 5)",max,67
0.9075,0.3759,0,True,True,395460,202,39,"(2, 2)","(4, 4)",max,57
0.8995,0.3979,0,True,True,604218,31,99,"(2, 2)","(2, 2)",max,23
0.9714,0.1374,7,False,False,134563,42,48,"(5, 5)","(3, 3)",max,0
0.396,2.0366,0,True,True,106001,49,43,"(2, 2)","(4, 4)",average,66
0.9716,0.116,0,True,True,1924851,123,92,"(5, 5)","(2, 2)",average,45
0.9698,0.1469,0,True,True,732775,201,99,"(5, 5)","(4, 4)",average,49
0.8392,0.6602,0,True,True,385535,50,39,"(3, 3)","(2, 2)",average,59
0.9727,0.1113,0,True,True,212347,222,36,"(5, 5)","(5, 5)",max,37
0.9743,0.1085,9,True,True,196374,122,43,"(4, 4)","(4, 4)",max,11
0.8472,0.5932,0,True,True,72791,247,10,"(2, 2)","(5, 5)",average,51
0.9735,0.1214,0,True,True,400737,90,26,"(4, 4)","(2, 2)",max,27
0.9724,0.1197,4,False,False,4198253,218,98,"(2, 2)","(2, 2)",max,2
0.9385,0.2516,0,True,True,1169627,236,100,"(3, 3)","(4, 4)",average,66
0.9705,0.129,5,False,False,654971,101,38,"(4, 4)","(2, 2)",average,0
0.9616,0.1923,0,True,True,2312759,161,73,"(3, 3)","(2, 2)",average,58
0.958,0.1525,7,False,False,1097685,238,93,"(3, 3)","(4, 4)",average,3
0.96,0.15,0,True,True,584831,39,76,"(3, 3)","(2, 2)",max,17
0.9677,0.1331,0,True,True,2362691,158,76,"(3, 3)","(2, 2)",max,59
0.9417,0.2223,0,True,True,455921,62,90,"(2, 2)","(3, 3)",max,16
0.9702,0.1633,0,True,True,255839,134,51,"(5, 5)","(4, 4)",max,64
0.5653,1.3769,0,True,True,56483,38,56,"(3, 3)","(5, 5)",average,47
0.9251,0.2779,10,True,True,189743,119,61,"(4, 4)","(5, 5)",average,3
0.9512,0.1927,7,False,False,106816,97,13,"(3, 3)","(3, 3)",max,3
0.9726,0.1145,0,True,True,746463,250,15,"(3, 3)","(2, 2)",average,47
0.9757,0.1072,9,True,False,620743,215,35,"(4, 4)","(3, 3)",average,19
0.8142,0.6588,0,True,True,45995,236,6,"(3, 3)","(5, 5)",average,58
0.974,0.1062,0,True,True,664774,144,27,"(4, 4)","(2, 2)",max,32
0.9695,0.1211,6,False,False,1468621,222,81,"(3, 3)","(3, 3)",average,11
0.8815,0.4815,0,True,True,22217,177,1,"(4, 4)","(3, 3)",average,46
0.7919,0.7275,0,True,True,241271,107,45,"(2, 2)","(4, 4)",average,55
0.9029,0.4211,0,True,True,112337,161,18,"(4, 4)","(4, 4)",average,70
0.9532,0.198,3,False,False,1395668,248,33,"(4, 4)","(2, 2)",average,1
0.9697,0.1283,0,True,True,80923,168,12,"(5, 5)","(4, 4)",max,32
0.982,0.081,10,True,True,891817,213,51,"(4, 4)","(3, 3)",max,35
0.9755,0.1149,0,True,True,108779,123,13,"(5, 5)","(3, 3)",max,44
0.9404,0.2165,6,False,False,98674,156,3,"(2, 2)","(2, 2)",max,1
0.97,0.126,8,True,False,131599,87,18,"(4, 4)","(3, 3)",max,13
0.8888,0.3686,0,True,True,183442,238,29,"(2, 2)","(5, 5)",max,47
0.9823,0.086,0,True,True,340055,186,49,"(5, 5)","(4, 4)",max,42
0.9691,0.1199,9,True,False,214169,149,55,"(4, 4)","(5, 5)",max,14
0.9715,0.1117,9,True,True,2621135,256,52,"(2, 2)","(2, 2)",max,33
0.9133,0.3792,0,True,True,205979,72,76,"(5, 5)","(4, 4)",average,44
0.9512,0.2107,0,True,True,783286,172,23,"(2, 2)","(2, 2)",max,49
0.8533,0.5002,0,True,True,48112,84,21,"(2, 2)","(5, 5)",max,34
0.9564,0.2016,0,True,True,377431,235,43,"(5, 5)","(4, 4)",average,59
0.9707,0.1467,0,True,True,82351,171,12,"(5, 5)","(4, 4)",max,63
0.8464,0.538,0,True,True,135479,151,34,"(2, 2)","(5, 5)",max,56
0.8725,0.4624,0,True,True,536900,148,73,"(2, 2)","(4, 4)",max,60
0.9766,0.1111,5,False,False,1114627,232,74,"(5, 5)","(3, 3)",max,8
0.9682,0.1311,0,True,True,1133560,174,33,"(2, 2)","(2, 2)",max,41
0.7772,0.7671,0,True,True,27655,163,5,"(2, 2)","(5, 5)",average,31
0.8858,0.3938,0,True,True,78847,43,22,"(2, 2)","(3, 3)",max,6
0.9672,0.1377,0,True,True,285383,143,77,"(4, 4)","(5, 5)",max,43
0.9395,0.258,0,True,True,559557,226,30,"(2, 2)","(3, 3)",average,50
0.9789,0.1009,0,True,True,2663529,189,83,"(4, 4)","(2, 2)",max,54
0.868,0.5516,0,True,True,504675,103,75,"(5, 5)","(3, 3)",max,69
0.9344,0.253,0,True,True,170661,184,18,"(2, 2)","(4, 4)",max,28
0.9782,0.1003,4,False,False,1205582,191,37,"(5, 5)","(2, 2)",max,5
0.9747,0.1346,0,True,True,790019,138,88,"(5, 5)","(3, 3)",max,56
0.4733,1.725,0,True,True,157160,64,49,"(2, 2)","(4, 4)",average,61
0.5673,1.3726,0,True,True,18011,260,1,"(3, 3)","(5, 5)",average,55
0.9801,0.1016,0,True,True,545291,240,88,"(5, 5)","(5, 5)",max,54
0.9397,0.2575,0,True,True,527477,113,57,"(2, 2)","(3, 3)",max,47
0.8508,0.5886,0,True,True,906828,69,77,"(5, 5)","(2, 2)",average,50
0.9682,0.153,0,True,True,2919048,207,83,"(5, 5)","(2, 2)",average,70
0.9559,0.1791,0,True,True,570071,93,31,"(3, 3)","(2, 2)",average,29
0.9635,0.1508,0,True,True,232347,246,14,"(5, 5)","(3, 3)",average,50
0.9394,0.2495,0,True,True,160236,171,11,"(3, 3)","(3, 3)",average,32
0.9506,0.1875,0,True,True,593423,79,92,"(2, 2)","(3, 3)",average,11
0.9205,0.3046,10,True,False,511015,232,44,"(2, 2)","(4, 4)",average,0
0.8849,0.4206,0,True,True,255537,40,78,"(2, 2)","(3, 3)",average,17
0.7912,0.7168,0,True,True,177245,45,79,"(2, 2)","(4, 4)",average,28
0.9724,0.1228,8,False,False,253337,206,7,"(5, 5)","(2, 2)",average,19
0.969,0.1393,0,True,True,662751,184,21,"(5, 5)","(2, 2)",average,33
0.9344,0.273,0,True,True,34561,40,22,"(4, 4)","(4, 4)",max,23
0.871,0.4665,0,True,True,173618,46,19,"(2, 2)","(2, 2)",average,19
0.9719,0.1114,7,False,False,1458775,194,92,"(4, 4)","(3, 3)",max,29
0.9549,0.2278,0,True,True,208772,136,41,"(4, 4)","(4, 4)",max,66
0.9742,0.1064,8,False,False,89689,142,23,"(5, 5)","(5, 5)",max,6
0.9634,0.1501,9,True,False,289607,141,55,"(5, 5)","(4, 4)",average,11
0.7222,0.9885,0,True,True,609304,108,69,"(2, 2)","(3, 3)",average,69
0.9691,0.1254,0,True,True,369353,181,79,"(4, 4)","(5, 5)",max,27
0.9637,0.1845,0,True,True,746488,140,65,"(4, 4)","(3, 3)",max,65
0.9579,0.1826,0,True,True,437011,226,52,"(5, 5)","(4, 4)",average,56
0.9567,0.1825,0,True,True,119721,30,23,"(5, 5)","(2, 2)",max,5
0.9367,0.241,0,True,True,633931,127,61,"(2, 2)","(3, 3)",max,38
0.945,0.2474,0,True,True,32761,42,9,"(3, 3)","(3, 3)",max,10
0.9661,0.1455,0,True,True,443486,70,77,"(4, 4)","(3, 3)",max,13
0.9721,0.1223,10,True,False,515173,189,33,"(4, 4)","(3, 3)",average,23
0.9662,0.1439,0,True,True,522483,127,63,"(5, 5)","(3, 3)",average,38
0.8224,0.6434,0,True,True,47324,215,7,"(3, 3)","(5, 5)",average,48
0.9347,0.2617,0,True,True,400247,61,80,"(3, 3)","(3, 3)",max,43
0.956,0.1805,0,True,True,680125,198,69,"(3, 3)","(4, 4)",max,53
0.3937,2.1451,0,True,True,296763,30,50,"(3, 3)","(2, 2)",max,49
0.9692,0.1232,0,True,True,972467,161,93,"(5, 5)","(3, 3)",average,29
0.9477,0.2298,0,True,True,941030,223,85,"(3, 3)","(4, 4)",average,56
0.8427,0.5016,0,True,True,370391,190,76,"(2, 2)","(5, 5)",average,28
0.9537,0.1865,0,True,True,356051,50,36,"(3, 3)","(2, 2)",max,12
0.8755,0.4581,0,True,True,119003,132,34,"(3, 3)","(5, 5)",average,34
0.9785,0.0936,10,True,False,230249,194,45,"(5, 5)","(5, 5)",max,17
0.9716,0.1177,0,True,True,406841,168,94,"(4, 4)","(5, 5)",max,19
0.9669,0.1458,0,True,True,469663,55,50,"(4, 4)","(2, 2)",max,7
0.8795,0.4334,0,True,True,85145,215,14,"(3, 3)","(5, 5)",average,41
0.91,0.4065,0,True,True,72819,40,66,"(5, 5)","(5, 5)",max,36
0.8525,0.5031,0,True,True,382777,60,78,"(2, 2)","(3, 3)",max,49
0.9657,0.153,7,False,False,59239,49,31,"(5, 5)","(4, 4)",max,0
0.657,1.0728,0,True,True,105224,51,79,"(3, 3)","(5, 5)",average,29
0.9438,0.2242,0,True,True,541936,67,41,"(2, 2)","(2, 2)",max,27
0.9465,0.2294,0,True,True,107355,246,2,"(3, 3)","(2, 2)",max,44
0.9376,0.2485,0,True,True,101875,84,18,"(5, 5)","(3, 3)",average,49
0.804,0.6668,0,True,True,24881,40,22,"(4, 4)","(5, 5)",average,13
0.9711,0.1302,0,True,True,674383,148,23,"(3, 3)","(2, 2)",average,26
0.9766,0.0976,10,True,True,183418,209,23,"(4, 4)","(4, 4)",max,30
0.8887,0.4063,0,True,True,88297,223,14,"(3, 3)","(5, 5)",average,9
0.9569,0.2137,0,True,True,1116231,138,41,"(3, 3)","(2, 2)",average,61
0.9726,0.1186,0,True,True,251799,189,20,"(5, 5)","(3, 3)",average,34
0.8507,0.5934,0,True,True,52825,75,18,"(4, 4)","(4, 4)",average,62
0.9394,0.2392,0,True,True,96498,153,23,"(5, 5)","(5, 5)",average,32
0.9687,0.145,0,True,True,890940,231,47,"(3, 3)","(3, 3)",average,50
0.9158,0.2977,0,True,True,208687,99,42,"(2, 2)","(4, 4)",max,13
0.9158,0.3216,0,True,True,109704,259,15,"(5, 5)","(5, 5)",average,70
0.8439,0.5456,0,True,True,172928,154,43,"(2, 2)","(5, 5)",average,27
0.8651,0.5533,0,True,True,127245,118,21,"(3, 3)","(4, 4)",average,51
0.913,0.337,0,True,True,270843,231,23,"(2, 2)","(4, 4)",average,33
0.9693,0.1318,7,False,False,259771,112,28,"(3, 3)","(3, 3)",max,5
0.8636,0.4904,0,True,True,24002,125,3,"(3, 3)","(4, 4)",average,31
0.9627,0.1483,0,True,True,873216,108,41,"(2, 2)","(2, 2)",average,19
0.9546,0.194,0,True,True,464718,213,59,"(4, 4)","(4, 4)",average,53
0.9525,0.1994,0,True,True,295531,132,60,"(5, 5)","(4, 4)",average,40
0.9456,0.2094,0,True,True,522815,94,68,"(2, 2)","(3, 3)",max,24
0.9602,0.1716,6,False,False,679847,56,71,"(5, 5)","(2, 2)",average,1
0.9259,0.2988,0,True,True,100785,231,2,"(2, 2)","(2, 2)",average,53
0.9376,0.2669,0,True,True,199715,34,88,"(5, 5)","(3, 3)",max,20
0.7911,0.7698,0,True,True,111683,66,64,"(4, 4)","(5, 5)",average,51
0.8821,0.3938,0,True,True,104627,44,91,"(3, 3)","(5, 5)",max,6
0.9259,0.2693,0,True,True,494186,140,71,"(2, 2)","(4, 4)",max,36
0.812,0.6403,0,True,True,258415,120,84,"(2, 2)","(5, 5)",average,33
0.8838,0.479,0,True,True,75660,114,17,"(4, 4)","(4, 4)",average,68
0.9613,0.2042,0,True,True,208722,115,69,"(5, 5)","(5, 5)",max,59
0.9536,0.1858,0,True,True,173527,131,35,"(5, 5)","(4, 4)",average,15
0.9643,0.1501,8,False,False,304073,214,38,"(4, 4)","(4, 4)",average,2
0.9048,0.3564,0,True,True,83027,34,88,"(5, 5)","(5, 5)",average,4
0.9252,0.3099,0,True,True,204940,112,49,"(4, 4)","(4, 4)",average,47
0.9673,0.1511,4,False,False,759879,210,44,"(4, 4)","(3, 3)",max,1
0.8996,0.4268,0,True,True,635469,158,49,"(3, 3)","(3, 3)",max,70
0.9602,0.1703,9,True,False,39763,50,20,"(5, 5)","(4, 4)",max,1
0.9731,0.1048,8,False,False,261309,162,62,"(4, 4)","(5, 5)",max,9
